DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription
2018-06-06,"12 wellington cottages, templeogue, dublin 6w",,Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-22,"1 upper convent road, doneraile, mallow",,Cork,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-12,"6 the crescent, mount stewart, stradbally road",,Laois,246696.03,No,Yes,New Dwelling house /Apartment,
2014-10-21,"3 riverside, ballinakill downs",,Waterford,242000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-15,"2 caheroyan drive, athenry, co galway",,Galway,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-11,"apt 178, de brett house, loretto abbey rathfranham",Dublin 14,Dublin,296500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-12,"8 st. ailbe's terrace, bohernanave, thurles",,Tipperary,40000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-11-22,"5 fairgreen, kells",,Meath,69000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-03-19,"83 fernwood, ballinglanna, glanmire",,Cork,280000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2011-11-22,"10 cromcastle drive, kilmore",,Dublin,102000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-01-30,"33 cork rd, waterford",,Waterford,103000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-21,"6 somerton crescent, newcastle road, lucan",,Dublin,466960.0,No,Yes,New Dwelling house /Apartment,
2015-11-05,"33 seabury meadows, seabury, malahide",,Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-08,"4 the beeches, old spa rd, clonmel",,Tipperary,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-20,"16 the cedars, avourwen meadows  duleek road, drogheda",,Meath,262800.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-25,"stradavoher, thurles, county tipperary",,Tipperary,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-13,"45 belarmine drive, belarmine woods, stepaside",,Dublin,555066.0,No,Yes,New Dwelling house /Apartment,
2020-04-08,"34 mountain view dr, rathfarnham, dublin 14",Dublin 14,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-28,"san rita, cloonfadbeg, carrick on shannon",,Roscommon,34000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-04-30,"88 caledon rd, eastwall, dublin 3",Dublin 3,Dublin,341000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-12,"tulligbeg, killorglin, county kerry",,Kerry,282000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2010-07-23,"80 sugarloaf crescent, bray",,Wicklow,279000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-23,"45 sarsfield terrace, youghal, cork",,Cork,107000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-30,"44 ardan na mara, seafield, youghal",,Cork,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-12,"1 kells rd, navan, meath",,Meath,278000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-18,"26 bremore pastures crescent, balbriggan, dublin",,Dublin,122467.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-27,"30 peyton court, rathcoole, co dublin",,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-13,"24 golden ridge avenue, skerries road, rush",,Dublin,207676.91,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2015-12-18,"2 the green, chapel street, bandon",,Cork,164350.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2017-08-31,"22 glenealy downs, huntstown, dublin 15",,Dublin,261000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-28,"209 south central, rockbrook, sandyford",Dublin 18,Dublin,252313.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-28,"7 cluain ard, beennamweel, bweeng",,Cork,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-25,"77 dangan heights, newcastle",,Galway,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2014-10-23,"the glen school, killaloe, clare",,Clare,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-16,"27 the orchards, herons wood, carrigaline",,Cork,291500.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-25,"36 kilwarden court, boot rd, clondalkin dublin 22",Dublin 22,Dublin,223000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-08,"site 11 elder heath row, elder heath, kiltipper road",,Dublin,286343.61,No,Yes,New Dwelling house /Apartment,
2017-06-01,"205 roseberry hill, newbridge, kildare",,Kildare,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-04,"6 portnoo, lackagh, co donegal",,Donegal,260000.0,No,Yes,New Dwelling house /Apartment,
2014-06-30,"8 roebuck court, clonskeagh, dublin 4",Dublin 14,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-29,"30 st marys tce, off st marys rd, midleton",,Cork,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-16,"37 glen dara, watergrasshill, cork",,Cork,295154.17,No,Yes,New Dwelling house /Apartment,
2021-09-20,"18 ballybunnion holiday village, sandhills, ballybunion",,Kerry,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-11-09,"grange, kilmore",,Wexford,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-22,"3 whatley place, kilmacud rd upper, stillorgan",,Dublin,695000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-01-13,"255 bru na gruadan, castletroy",,Limerick,177731.27,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2010-10-13,"60 pinewood avenue, hillview",,Waterford,145000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-20,"windfield road, menlough, ballinasloe",,Galway,107500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-07,"bocks lower, laragh, castleblayney",,Monaghan,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-31,"5 ard ban, muff, donegal",,Donegal,158000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-16,"11 swan lake dr, loch gowna, cavan",,Cavan,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-04,"48 drumaconn, athlone",,Westmeath,273127.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-05,"carrowcreagh, aclare, co sligo",,Sligo,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-22,"feighroe, connolly, ennis",,Clare,28000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-24,"48 maple drive, archerstown wood, ashbourne",,Meath,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-08,"rhynagonnaught, doonbeg, county clare",,Clare,25000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-12-01,"gaulstown, rochfortbridgge",,Westmeath,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-07-19,"22 castlelawn heights, headford road, galway",,Galway,197500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-02,"coole, newport, co tipperary",,Tipperary,133000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-23,"15 cuil duin way, cuil duin, citywest",Dublin 24,Dublin,277533.04,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-05-06,"apt 3 block 3, wheaton hall, drogheda",,Louth,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-23,"15 beech park, renmore, galway",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-04-29,"98a binn eadair view, sutton, dublin 13",Dublin 13,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-07,"185 pace ave, littlepace, clonee dublin 15",,Dublin,236000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-29,"20 glasnevin park, dublin 11",Dublin 11,Dublin,608000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-19,"59 llewellyn lawn, rathfarnham, dublin 16",Dublin 16,Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-17,"apartment 12, 1-2 pim street, dublin 8",Dublin 8,Dublin,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-18,"ballinaboula, dingle, co kerry",,Kerry,350000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-01-14,"n1, the grove, rathmines",,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-02-29,"45 shanglass road, whitehall, dublin9",,Dublin,212000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-10,"18 st dominics park, athy, kildare",,Kildare,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-30,"180 seabourne view, charlesland, greystones",,Wicklow,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-05,"11 churchview, ratoath, meath",,Meath,145000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-27,"cartronbeg, frenchpark, co roscommon",,Roscommon,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-25,"15 chancery lane, tullamore, co. offaly",,Offaly,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-02-04,"65 cloverhill, bray",,Wicklow,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-03-14,"4 muckross green, perrystown, dublin 12",Dublin 12,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-19,"1 riverbank, cloonfad, ballyhaunis",,Roscommon,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-11,"80 / 81 meath street, dublin 8",,Dublin,174000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-26,"272 charlesland wood, greystones, wicklow",,Wicklow,323500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-08,"6 reeds court, barrack st, cork",,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-30,"2 hotel lane, carrick on suir, tipperary",,Tipperary,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-06,"2 drurys mews, drurys ave, middleton",,Cork,56000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-23,"10 st marys tce, wolfe tone st, cavan",,Cavan,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-17,"27 the avenye, lakepoint park, mullingar",,Westmeath,178000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-26,"72 calderwood rd, donnybrook, douglas",,Cork,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-24,"ballynagall, knockdrin, mullingar",,Westmeath,277000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-24,"19 owenabue dr, carrigaline, cork",,Cork,262500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-01-14,"apartment 25  block c, parkside  abbeyleix road, portlaoise",,Laois,49999.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-02,"20 jardain dr, loughkea, galway",,Galway,127000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-04,"10 aylesbury ave, ballincollig, cork",,Cork,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-15,"lissard, burnfort, mallow",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-09,"60 the green, clonard, wexford",,Wexford,166000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-02,"6 glenbree, gleneely",,Donegal,58500.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2017-12-04,"the station house, glencairn, lismore",,Waterford,392000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-31,"25 fairhaven avenue, castleknock road, dublin 15",Dublin 15,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-08,"30 garbally oaks, ballinasloe, co galway",,Galway,174500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-04,"grange, boolavogue, ferns wexford",,Wexford,178000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-14,"5 st johns, park ave, sandymount dublin 4",Dublin 4,Dublin,733000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-18,"apt no. 24 reenellan, knightstown, valentia island",,Cork,139648.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2014-01-24,"14 southshore, tramore",,Waterford,79000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-24,"123 seafield court, killiney, dublin",,Dublin,509000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-07-23,"elderfield, castletown",,Laois,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-06,"14 st james crescent, mervue, galway",,Galway,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-15,"23 seabury place, seabury, malahide",,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-09,"4 the crescent, killahora, glounthaune",,Cork,349950.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-02,"nutgrove, ballindangan, mitchelstown",,Cork,95000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-05,"28 stoneyhurst, dooradoyle, limerick",,Limerick,143000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-07,"13-22 leana theas, cappgh road, galway",,Galway,2075615.86,No,Yes,New Dwelling house /Apartment,
2012-12-04,"5 greenhills road, walkinstown",,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-02,"22 the park drummin village, nenagh",,Tipperary,171806.0,No,Yes,New Dwelling house /Apartment,
2011-12-09,"blackwater bridge, enfield",,Meath,164000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-10,"3a st rioch's court, st rioch's street, kilkenny",,Kilkenny,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-31,"151 kincora road, clontarf, dublin 3",Dublin 3,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-02-22,"5 warren street, portobello",Dublin 8,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-11-04,"14 haddington park, glenageary",,Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-24,"90 pinebrook, trim, meath",,Meath,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-21,"9 primrose ave, primrose garden, jigginstown",,Kildare,270000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2010-09-17,"apartment 71 the cedars, herbert park, ballsbridge dublin 4",,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-16,"7 fishermans wharf, ringsend",Dublin 4,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-15,"112 rathfarnham wood, dublin 14, dublin",Dublin 14,Dublin,710000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-05,"94 college rd, galway, galway",,Galway,367000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-16,"7 hazel grove, bloomfield, annacotty",,Limerick,271458.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-12-04,"templetown, carlingford, co. louth",,Louth,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-18,"apartment 1 gallaghers manor, church street, tullamore",,Offaly,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-02,"apt 148 rathmines town centre, rathmines, dublin",Dublin 6,Dublin,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-31,"drumcomogue, knocklong, limerick",,Tipperary,52000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-12,"no. 6, orwell park square, rathgar",Dublin 6,Dublin,850220.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2020-10-08,"51 the heath, ramsgate village, gorey",,Wexford,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-08,"apt 1, 46a new cabra rd, dublin 7",Dublin 7,Dublin,1800000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-23,"38 parkvale, baldoyle, dublin 13",Dublin 13,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-18,"33 main street, chapelizod, dublin",Dublin 20,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-24,"4 dooroge woods, ballyboghill, swords",,Dublin,352422.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-12-21,"11 lacey ave, tipperary, tipperary",,Tipperary,45000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-20,"17 an móinéar, murrough, renmore",,Galway,340000.0,No,Yes,New Dwelling house /Apartment,
2013-07-17,"lisnagorew, kilmainhamwood, kells",,Meath,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-26,"lawcus, stoneyford",,Kilkenny,6000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-29,"63 stannaway avenue, kimmage, dublin 12",Dublin 12,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-28,"32 kingston lodge, clonliffe rd, dublin 3",Dublin 3,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-14,"the wood, dingle, co kerry",,Kerry,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-06,"2a alexander st, front apt, waterford",,Waterford,46500.0,No,No,Second-Hand Dwelling house /Apartment,
2010-08-19,"56 westcourt heights, ballincollig, co cork",,Cork,253000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-18,"23 redford park, greystones, wicklow",,Wicklow,342000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-10,"16 distllery quay, navan, meath",,Meath,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-26,"70 ardnacassa, longford",,Longford,70000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2015-12-01,"247killinarden est, blessington rd, dublin 24",Dublin 24,Dublin,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-14,"1 athlumney close, kentstown road, navan",,Meath,381057.26,No,Yes,New Dwelling house /Apartment,
2015-02-23,"104 dorrins strand, strandhill",,Sligo,118942.73,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-08-25,"35 elton park, sandycove, dublin",,Dublin,1975000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-09,"copperfield house, jigginstown, naas",,Kildare,695000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-24,"31 ard aoibhinn, walsheslough, rosslare strand",,Wexford,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-25,"17 forest edge, stameen, drogheda",,Louth,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-18,"223 the waterside, charlotte quay, dublin 4",Dublin 4,Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-04-25,"curtane, gort, galway",,Galway,31743.45,Yes,No,Second-Hand Dwelling house /Apartment,
2010-11-19,"17 millbrae heights, carndonagh",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-26,"5 hollywoodrath court, hollystown, dublin 15",,Dublin,352422.9,No,Yes,New Dwelling house /Apartment,
2019-06-04,"duggan's house, ballyhaise village, ballyhaise",,Cavan,145000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-07-02,"7  glenfield close, clondalkin",,Dublin,217000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-24,"i the glen, coosan, athlone",,Westmeath,182500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-04,"17 the elm, rockfield, dundrum",Dublin 16,Dublin,625000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-22,"63 thormanby lawns, howth",,Leitrim,670000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-18,"kilmurry nth, redcross, wicklow",,Wicklow,410000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-04,"apartment no 175, smithfield villlage, dublin 7",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-12,"3 the acre, pouladuff rd, cork",,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-03-31,"farnahoe, innishannon",,Cork,52500.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-01-17,"74 priory court, delgany, wicklow",,Wicklow,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-13,"ardkilmartin, kilmallock, limerick",,Limerick,187500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-06,"33 newlyn vale, rochestown rd, cork",,Cork,480000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-17,"archestown, delvin",,Westmeath,57500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-24,"1 park lein, artane, dublin 5",Dublin 5,Dublin,312000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-04,"24 st. finbarrs terrace, greenmount, cork",,Cork,102000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-04,"18 ballyoughtragh htgs, milltown, kerry",,Kerry,237000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-15,"apt 38 alderpark court, tallaght, dublin 24",,Dublin,114000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-19,"11 woodview park, lahinch rd, ennistymon",,Clare,95500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-10,"66 wilton manor, rathnew, wicklow",,Wicklow,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-14,"51 ferns green, ferns bridge, monasterevin",,Kildare,162500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-18,"4 rose view, the orchard, oldtown demesne  sallins road",,Kildare,246696.03,No,Yes,New Dwelling house /Apartment,
2017-12-01,"diffreen, glencar, leitrim",,Leitrim,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-08,"17 woodlands vale, arklow, wicklow",,Wicklow,103500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-06,"coleraine, kildangan, tullamore",,Offaly,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-23,"rathglass, templeboy",,Sligo,25000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-05-05,"91, chapel street, dundalk",,Meath,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-17,"1 cuil duin row, cuil duin, citywest",Dublin 24,Dublin,273127.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-10-05,"87 loreto ave, rathfarnham, dublin 14",Dublin 14,Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-16,"ballinfuil, kilkerley, dundakj",,Louth,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-27,"martello cottage, islington ave, sandycove",,Dublin,780000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-18,"38 willow drive, dunshaughlin, co. meath",,Meath,284581.5,No,Yes,New Dwelling house /Apartment,
2015-02-13,"5 liberty court, lower clanbrassil street, dublin 8",Dublin 8,Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-10-26,"14 leeview place, monkstown",,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-05,"33 the avenue, westfield, leixlip",,Kildare,354650.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-10-23,"211 the grange, baunacloka, raheen",,Limerick,305158.0,No,Yes,New Dwelling house /Apartment,
2017-04-12,"4 the close, inse bay, laytown",,Meath,380000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-24,"3 abbeydale rise, the oaks, lucan",,Dublin,296000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-01-28,"apartment 29, orchard court, victoria cross",,Cork,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-16,"lettermore, drumkeen, lifford",,Donegal,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-25,"55 wellpark rd, wellpark, galway",,Galway,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-05,"77 belasalle crescent, ardee, co louth",,Louth,164000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-09,"4 fernhill close, killinick, wexford",,Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-18,"6 taylor hill crescent, balbriggan",,Dublin,273127.0,No,Yes,New Dwelling house /Apartment,
2016-06-10,"lisballyard, rathcabbin, roscrea",,Tipperary,73000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-14,"118 carton wood, dublin road, maynooth",,Kildare,270257.0,Yes,Yes,New Dwelling house /Apartment,
2017-05-05,"war hill, sraghmore, roundwood",,Wicklow,550000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-11,"18a abbotstown avenue, finglas, dublin 11",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-19,"willow house, the narroways, bettystown",,Meath,640000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-16,"129 meadowlands, tralee",,Kerry,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-20,"14 the rise, meadowvale, knockenrahan",,Wicklow,250000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-07-21,"52 meadowbank park, letterkenny",,Donegal,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-09,"dore middle, bunbeg, letterkenny",,Donegal,89000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-09,"24 riverwood square, castleknock, dublin 15",Dublin 15,Dublin,378854.0,No,Yes,New Dwelling house /Apartment,
2021-03-11,"3 john oconnell st, cobh, cork",,Cork,167000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-21,"59 dorney court, shankill, dublin",Dublin 18,Dublin,346000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-02,"derrycloney, mountmellick",,Laois,130000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2010-11-05,"35 st. sampsons square, balgriffin, dublin 13",Dublin 13,Dublin,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-24,"46 castleway, golden lane, dublin 8",Dublin 8,Dublin,830000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-04,"9 the wood, oldbridge manor, rathmullan",,Louth,290748.0,No,Yes,New Dwelling house /Apartment,
2014-02-19,"10 harbour view, cobh",,Cork,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-16,"apt 101, windmill house, dock rd",,Limerick,40000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-13,"138 gleann alainn, tullyallen, co. louth",,Louth,100000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-11-22,"4 geraldine cottages, castlegregory, kerry",,Kerry,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-23,"114 sycamore dr, edenderry, offaly",,Offaly,177500.0,No,No,Second-Hand Dwelling house /Apartment,
2012-09-28,"2 crescent place, marino, dublin 3",Dublin 3,Dublin,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-16,"1 kylebrook, abbeyleix rd, portlaoise",,Laois,347500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-03,"number 27 oaktree green, 'cunnaberry hill', tully road",,Kildare,260000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-05-22,"apt 2, 30 south main st, cork",,Cork,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-01,"40 coolehaven, gort",,Galway,46000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-08-06,"apt 57 the crescent, fortfield square, terenure",,Dublin,570000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-24,"76 applewood heights, greystones",,Wicklow,320000.0,No,No,Second-Hand Dwelling house /Apartment,
