DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,CleanedPrice(€),Town,StockPrice,Population,quarter,QuarterNumber
2017-12-01,"['44 ashley ave', ' cherrymount', ' waterford']",,Waterford,220000.0,No,No,Second-Hand Dwelling house /Apartment,,219999.99999999985,Waterford,2642.22,53504.0,2017Q4,4.0
2014-07-31,"['apt 2', ' 44 wellington quay', ' dublin 2']",Dublin 2,Dublin,156666.0,No,No,Second-Hand Dwelling house /Apartment,,156665.99999999994,,1930.67,,2014Q3,3.0
2015-10-23,"['12 port mor', ' american st', ' belmullet']",,Mayo,45000.0,No,No,Second-Hand Dwelling house /Apartment,,44999.99999999999,,2075.15,,2015Q4,4.0
2018-06-29,"['58 cromwells fort grove', ' mulgannon', ' wexford']",,Wexford,150000.0,No,No,Second-Hand Dwelling house /Apartment,,149999.99999999994,Wexford,2718.37,20188.0,2018Q2,2.0
2016-11-11,"['seven moons cloonacon', ' clonroche', ' wexford']",,Wexford,167000.0,No,No,Second-Hand Dwelling house /Apartment,,166999.99999999985,Wexford,2164.45,20188.0,2016Q4,4.0
2017-09-25,"['47 st patricks court', ' clanbrassil st upper', ' dublin 8']",Dublin 8,Dublin,255561.0,No,No,Second-Hand Dwelling house /Apartment,,255561.00000000003,,2496.66,,2017Q3,3.0
2019-11-08,"['2 oldchurch close', ' clondalkin', ' dublin 22']",Dublin 22,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,269999.99999999977,,3093.08,,2019Q4,4.0
2011-09-27,"['13 main street', ' belmayne', ' balgriffin']",,Dublin,155000.14,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,155000.13999999998,,1175.38,,2011Q3,3.0
2014-07-15,"['apt 48 fionn uisce', ' merlin wood', ' doughiska']",,Galway,40100.44,No,No,Second-Hand Dwelling house /Apartment,,40100.43999999998,,1973.28,,2014Q3,3.0
2010-09-08,"['21 mount merrion avenue', ' blackrock']",,Dublin,1350000.0,No,No,Second-Hand Dwelling house /Apartment,,,,1098.87,,2010Q3,3.0
2015-06-16,"['ballintotis', ' castlemartyr', ' co. cork']",,Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,,185000.0000000001,,2096.29,,2015Q2,2.0
2010-03-12,"['15 rinawade vale', ' leixlip']",,Kildare,300000.0,No,No,Second-Hand Dwelling house /Apartment,,299999.9999999999,Small Towns,1149.99,,2010Q1,1.0
2019-07-19,"['50 woodgrove heights', ' dunleer', ' louth']",,Louth,167500.0,No,No,Second-Hand Dwelling house /Apartment,,167499.9999999999,,2976.61,,2019Q3,3.0
2015-09-22,"['11 sunset dr', ' boolavogue', ' enniscorthy']",,Wexford,80000.0,No,No,Second-Hand Dwelling house /Apartment,,79999.99999999994,Small Towns,1942.74,,2015Q3,3.0
2020-12-11,"['flat 1', ' 43 ravensdale park', ' kimmage']",,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,,179999.99999999997,,3663.46,,2020Q4,4.0
2015-10-21,"['2 the courtyard', ' church street', ' kilcock']",,Kildare,145000.0,Yes,No,Second-Hand Dwelling house /Apartment,,144999.99999999994,,2018.94,,2015Q4,4.0
2012-08-28,"['1 new terrace', ' monaghan']",,Monaghan,80000.0,No,No,Second-Hand Dwelling house /Apartment,,79999.99999999994,Small Towns,1409.3,,2012Q3,3.0
2011-10-04,"['18 georges head', ' kilkee']",,Clare,225000.0,No,No,Second-Hand Dwelling house /Apartment,,225000.00000000012,Small Towns,1123.95,,2011Q4,4.0
2016-06-17,"['17 avonmore dr', ' tallaght', ' dublin']",Dublin 24,Dublin,183000.0,No,No,Second-Hand Dwelling house /Apartment,,183000.00000000003,Dublin,2071.22,1173179.0,2016Q2,2.0
2012-05-08,"['103 an saileachain', ' raheen', ' athenry']",,Galway,124999.82,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,124999.82000000004,,1363.72,,2012Q2,2.0
2018-09-14,"['6 fairbrook lawn', ' rathfarnham', ' dublin 14']",Dublin 14,Dublin,625000.0,No,No,Second-Hand Dwelling house /Apartment,,625000.0000000002,,2904.98,,2018Q3,3.0
2020-02-10,"['corbane', ' endrim', ' ferbane']",,Offaly,197500.0,No,No,Second-Hand Dwelling house /Apartment,,197500.0,,3352.09,,2020Q1,1.0
2021-03-05,"['17 fortfield park', ' terenure', ' dublin 6w']",Dublin 6w,Dublin,925000.0,No,No,Second-Hand Dwelling house /Apartment,,924999.9999999997,,3841.94,,2021Q1,1.0
2014-03-06,"['10a the lime ave countess rd', ' killarney', ' kerry']",,Kerry,160000.0,No,No,Second-Hand Dwelling house /Apartment,,159999.9999999999,Killarney,1877.03,14504.0,2014Q1,1.0
2015-07-10,"['esker', ' timahoe', ' portlaoise']",,Laois,47000.0,No,No,Second-Hand Dwelling house /Apartment,,47000.00000000002,Port Laoise,2076.62,,2015Q3,3.0
2016-11-07,"['41 diswellstown way', ' castleknock']",Dublin 15,Dublin,498946.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,498945.9999999997,,2131.52,,2016Q4,4.0
2020-07-23,"['207 gracepark manor', ' grace park rd', ' drumcondra dublin 9']",Dublin 9,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,289999.9999999999,,3235.66,,2020Q3,3.0
2015-12-18,"['2 garran ard', ' the walk', ' roscommon']",,Roscommon,107500.0,No,No,Second-Hand Dwelling house /Apartment,,107500.00000000004,,2005.55,,2015Q4,4.0
2015-05-01,"['6 marwood close', ' glanmire', ' cork']",,Cork,275000.0,No,No,Second-Hand Dwelling house /Apartment,,275000.00000000006,Cork,2108.29,208669.0,2015Q2,2.0
2014-08-27,"['apt 9', ' long quay apts', ' long quay']",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,,85000.0,,2000.12,,2014Q3,3.0
2015-01-30,"['18 dun leinn', ' old monivea road', ' ballybane']",,Galway,48500.0,No,No,Second-Hand Dwelling house /Apartment,,48499.99999999999,,1994.99,,2015Q1,1.0
2018-02-15,"['annaghervy', ' ballinode', ' monaghan']",,Monaghan,234000.0,No,No,Second-Hand Dwelling house /Apartment,,234000.0,Small Towns,2731.2,,2018Q1,1.0
2020-12-18,"['17 cooline heights', ' cobh']",,Cork,230717.12,No,Yes,New Dwelling house /Apartment,,230717.12000000017,Small Towns,3709.41,,2020Q4,4.0
2016-11-16,"['29 anchor mews', ' arklow', ' wicklow']",,Wicklow,107000.0,No,No,Second-Hand Dwelling house /Apartment,,107000.00000000004,Wicklow,2176.94,10584.0,2016Q4,4.0
2020-02-21,"['13 kennedy park', ' thurles', ' tipperary']",,Tipperary,95000.0,No,No,Second-Hand Dwelling house /Apartment,,95000.00000000006,Tipperary,3337.75,4979.0,2020Q1,1.0
2021-09-10,"['2 dalkey park', ' dalkey', ' dublin']",,Dublin,805000.0,No,No,Second-Hand Dwelling house /Apartment,,804999.9999999993,Dublin,4458.58,1173179.0,2021Q3,3.0
2013-12-20,"['aylroe', ' kildysert', ' clare']",,Clare,55000.0,No,No,Second-Hand Dwelling house /Apartment,,54999.99999999995,,1818.32,,2013Q4,4.0
2021-11-09,"['14 clos molua', ' sli na manach', ' mungret']",,Limerick,291843.22,No,Yes,New Dwelling house /Apartment,,291843.2200000001,,4685.25,,2021Q4,4.0
2016-10-28,"['riversdale house', "" st. ann's"", ' ailsbury road  donnybrook']",,Dublin,1000000.0,No,No,Second-Hand Dwelling house /Apartment,,999999.9999999997,,2126.41,,2016Q4,4.0
2019-07-05,"['clare rd', ' ennis', ' co clare']",,Clare,185000.0,No,No,Second-Hand Dwelling house /Apartment,,185000.0000000001,Ennis,2990.41,25276.0,2019Q3,3.0
2013-04-10,"['dun carraig', ' ballinacourty', ' dungarvan']",,Waterford,222000.0,No,No,Second-Hand Dwelling house /Apartment,,222000.0000000001,Small Towns,1587.73,,2013Q2,2.0
2014-07-24,"['238 custom house harbour', ' ifsc', ' dublin 1']",Dublin 1,Dublin,302500.0,No,No,Second-Hand Dwelling house /Apartment,,302499.99999999977,,1987.98,,2014Q3,3.0
2016-08-02,"['garryantanvally', ' listowel', ' kerry']",,Kerry,189000.0,No,No,Second-Hand Dwelling house /Apartment,,189000.0,Small Towns,2157.03,,2016Q3,3.0
2020-11-09,"['43 donnybrook manor', ' donnybrook', ' dublin 14']",Dublin 4,Dublin,723000.0,No,No,Second-Hand Dwelling house /Apartment,,723000.0000000006,,3550.5,,2020Q4,4.0
2018-05-21,"['21 maple court', ' phelim wood', ' tullow']",,Carlow,137500.0,No,No,Second-Hand Dwelling house /Apartment,,137500.0,,2733.01,,2018Q2,2.0
2020-08-21,"['kiltankin', ' kilbehenny', ' mitchelstown']",,Cork,140000.0,No,No,New Dwelling house /Apartment,,139999.9999999999,,3397.16,,2020Q3,3.0
2016-04-27,"['40a royal canal bank west', ' kings inns', ' dublin 7']",Dublin 7,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,,310000.0,,2095.15,,2016Q2,2.0
2021-09-21,"['fairways', ' carrickbrack rd', ' sutton']",Dublin 13,Dublin,1525000.0,No,No,Second-Hand Dwelling house /Apartment,,,,4354.18,,2021Q3,3.0
2013-08-12,"['42 meadowbank', ' ballinaneeshagh', ' waterford']",,Waterford,65000.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,65000.00000000002,Waterford,1689.47,53504.0,2013Q3,3.0
2017-07-20,"['3 earlsfort close', ' lucan', ' dublin']",,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,295000.00000000006,Dublin,2473.45,1173179.0,2017Q3,3.0
2010-01-27,"['34 priory court', ' st raphaels manor', ' celbridge']",,Kildare,300000.0,No,No,Second-Hand Dwelling house /Apartment,,299999.9999999999,,1097.5,,2010Q1,1.0
2017-04-13,"['45 hollywoodrath crescent', ' hollywoodrath', ' hollystown']",Dublin 15,Dublin,358347.88,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,358347.8800000002,,2328.95,,2017Q2,2.0
2011-10-11,"['1 cnoc greine', ' coolgreaney', ' gorey']",,Wexford,221892.5,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,221892.49999999988,Gorey,1195.54,9822.0,2011Q4,4.0
2019-08-29,"['tinny cross', ' tullamore', ' offaly']",,Offaly,230000.0,No,No,Second-Hand Dwelling house /Apartment,,230000.0000000002,Small Towns,2924.58,,2019Q3,3.0
2019-06-26,"['79 summerhill', ' dublin 1', ' dublin']",Dublin 1,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,269999.99999999977,Dublin,2913.78,1173179.0,2019Q2,2.0
2017-12-20,"['16 dominics court', ' bank place', ' cashel']",,Tipperary,61000.0,No,No,Second-Hand Dwelling house /Apartment,,61000.00000000005,Small Towns,2679.25,,2017Q4,4.0
2018-07-20,"['killaculleen', ' templeglantine', ' abbeyfeale']",,Limerick,60000.0,No,No,Second-Hand Dwelling house /Apartment,,60000.00000000002,,2801.83,,2018Q3,3.0
2019-07-18,"['1019 cowpasture', ' monasterevan', ' kildare']",,Kildare,239000.0,No,No,Second-Hand Dwelling house /Apartment,,239000.00000000003,,2995.11,,2019Q3,3.0
2014-01-13,"['apt 85', ' 20 christchurch place', ' dublin 8']",Dublin 8,Dublin,100000.0,No,No,Second-Hand Dwelling house /Apartment,,100000.0,,1819.2,,2014Q1,1.0
2019-04-05,"['gaulstown', ' glenmore', ' co kilkenny']",,Kilkenny,143500.0,No,No,Second-Hand Dwelling house /Apartment,,143500.00000000012,,2892.74,,2019Q2,2.0
2016-11-29,"['15 oak manor', ' ballacollig', ' mountmellick']",,Laois,99500.0,No,No,Second-Hand Dwelling house /Apartment,,99499.99999999996,Small Towns,2204.66,,2016Q4,4.0
2015-07-23,"['38 southville gardens', ' ballinacurra', ' limerick']",,Limerick,205000.0,No,No,Second-Hand Dwelling house /Apartment,,205000.0,Limerick,2102.15,94192.0,2015Q3,3.0
2020-10-30,"['no. 18 the lawns', ' bellingsfield', ' kilcullen road']",,Kildare,384999.98,No,Yes,New Dwelling house /Apartment,,384999.9799999999,,3269.96,,2020Q4,4.0
2015-06-16,"['3 b kermon house', ' the mall', ' drogheda']",,Louth,51000.0,No,No,Second-Hand Dwelling house /Apartment,,51000.00000000001,Drogheda,2096.29,40956.0,2015Q2,2.0
2015-08-07,"['19 the orchards', ' herons wood', ' carrigaline']",,Cork,257500.0,No,No,Second-Hand Dwelling house /Apartment,,257500.0000000002,,2077.57,,2015Q3,3.0
2012-12-14,"['11 bayview drive', ' newport']",,Mayo,45820.0,Yes,No,Second-Hand Dwelling house /Apartment,,45820.00000000004,,1413.58,,2012Q4,4.0
2018-04-09,"['8 millfield', ' the links', ' portmarnock']",Dublin 13,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,295000.00000000006,,2613.16,,2018Q2,2.0
2014-05-16,"['mulberry', ' hill rd', ' stratford on slaney']",,Wicklow,315000.0,No,No,Second-Hand Dwelling house /Apartment,,314999.99999999994,,1877.86,,2014Q2,2.0
2017-12-08,"['3 dromkeen', ' rocky rd', ' wicklow town']",,Wicklow,462000.0,No,No,Second-Hand Dwelling house /Apartment,,461999.99999999977,,2651.5,,2017Q4,4.0
2019-04-26,"['78 ard o donnell rd', ' letterkenny', ' donegal']",,Donegal,98000.0,No,No,Second-Hand Dwelling house /Apartment,,98000.0,Letterkenny,2939.88,19274.0,2019Q2,2.0
2017-05-05,"['172 corrib rd', ' terenure', ' dublin 6w']",Dublin 6w,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,,420000.0000000002,,2399.29,,2017Q2,2.0
2018-02-09,"['tigroney', ' avoca', ' arklow']",,Wicklow,185000.0,No,No,Second-Hand Dwelling house /Apartment,,185000.0000000001,Small Towns,2619.55,,2018Q1,1.0
2016-04-27,"['bellanagare', ' castlerea', ' roscommon']",,Roscommon,65000.0,No,No,Second-Hand Dwelling house /Apartment,,65000.00000000002,,2095.15,,2016Q2,2.0
2016-12-19,"['15 ashley hall', "" st edmund's"", ' palmerstown']",Dublin 20,Dublin,191000.0,No,No,Second-Hand Dwelling house /Apartment,,191000.0,,2262.53,,2016Q4,4.0
2020-05-07,"['33 cois abhainn', ' collooney', ' sligo']",,Sligo,55000.0,No,No,Second-Hand Dwelling house /Apartment,,54999.99999999995,Sligo,2881.19,19199.0,2020Q2,2.0
2014-12-22,"['4 braemor grove', ' churchtown']",Dublin 14,Dublin,444258.0,No,No,Second-Hand Dwelling house /Apartment,,444257.9999999999,,2078.54,,2014Q4,4.0
2021-06-14,"['51 the cairns', ' crossakiel', ' kells']",,Meath,262000.0,No,No,Second-Hand Dwelling house /Apartment,,261999.99999999985,Small Towns,4255.15,,2021Q2,2.0
2017-12-15,"['lavey', ' charlestown', ' co mayo']",,Mayo,101500.0,No,No,Second-Hand Dwelling house /Apartment,,101500.00000000004,,2675.81,,2017Q4,4.0
2014-10-13,"['49a saint james ave', ' clonliffe road', ' dublin 3']",Dublin 15,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,,179999.99999999997,,1874.74,,2014Q4,4.0
2015-10-21,"['74 ivy exchange', ' parnell st', ' dublin 1']",Dublin 1,Dublin,187500.0,No,No,Second-Hand Dwelling house /Apartment,,187500.0000000001,,2018.94,,2015Q4,4.0
2018-10-31,"['617 cross roads', ' killaloe', ' co clare']",,Clare,155000.0,No,No,Second-Hand Dwelling house /Apartment,,155000.0,,2711.74,,2018Q4,4.0
2019-06-12,"['200 dundoogan', ' haynestown', ' dundalk']",,Louth,253099.99,No,Yes,New Dwelling house /Apartment,,253099.99000000008,Dundalk,2879.84,39004.0,2019Q2,2.0
2021-02-23,"['16 ballyclare court', ' ballyleague', ' roscommon']",,Roscommon,138000.0,No,No,Second-Hand Dwelling house /Apartment,,137999.99999999988,,3881.37,,2021Q1,1.0
2017-07-11,"['15 lios ealtan', ' nile lodge', ' lower salthill']",,Galway,180000.0,No,No,Second-Hand Dwelling house /Apartment,,179999.99999999997,,2425.53,,2017Q3,3.0
2014-07-15,"['sunnydale', "" o'dwyer square"", ' tinahely']",,Wicklow,49000.0,No,No,Second-Hand Dwelling house /Apartment,,49000.0,,1973.28,,2014Q3,3.0
2017-01-30,"['apt 6 diamond court', ' chapel road', ' belturbet']",,Cavan,11747.25,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,11747.249999999998,Small Towns,2280.9,,2017Q1,1.0
2013-12-19,"['3 athlunkard villas', ' bishop st', ' limerick']",,Limerick,35000.0,No,No,Second-Hand Dwelling house /Apartment,,34999.99999999997,Limerick,1809.6,94192.0,2013Q4,4.0
2019-09-26,"['44 cuil duin avenue', ' cuil duin', ' citywest']",Dublin 24,Dublin,364998.97,No,Yes,New Dwelling house /Apartment,,364998.9699999997,,2977.62,,2019Q3,3.0
2011-11-08,"['derrykinlough', ' kiltimagh']",,Mayo,241000.0,No,No,Second-Hand Dwelling house /Apartment,,240999.99999999988,,1275.92,,2011Q4,4.0
2010-09-10,"['apartment 126', ' the belfry  belarmine', ' enniskerry road']",Dublin 18,Dublin,208840.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,208840.00000000012,,1109.55,,2010Q3,3.0
2019-12-16,"['48 the drive', ' semple woods', ' donabate']",,Dublin,439999.78,No,Yes,New Dwelling house /Apartment,,439999.7799999998,,3191.45,,2019Q4,4.0
2016-02-16,"['meneen', ' aughagower', ' westport']",,Mayo,86260.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,86260.00000000003,Small Towns,1895.58,,2016Q1,1.0
2016-07-07,"['torca', ' 16 sycamore close', ' newlands']",,Wexford,125000.0,No,No,Second-Hand Dwelling house /Apartment,,124999.99999999993,,2097.9,,2016Q3,3.0
2020-03-27,"['65 castledawson', ' maynooth', ' co. kildare']",,Kildare,425000.0,No,No,Second-Hand Dwelling house /Apartment,,424999.9999999997,,2541.47,,2020Q1,1.0
2021-08-17,"['no5 clos na coiste', ' dromod', ' co leitrim']",,Leitrim,112000.0,No,No,Second-Hand Dwelling house /Apartment,,112000.00000000004,,4448.08,,2021Q3,3.0
2018-05-31,"['appt 8', ' cannon court', ' bride street']",,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,,340000.00000000006,,2705.27,,2018Q2,2.0
2016-12-14,"[""'sancta maria'"", ' brighton road', ' foxrock']",,Dublin,3150000.0,No,No,Second-Hand Dwelling house /Apartment,,,,2253.28,,2016Q4,4.0
2021-07-21,"['2 park vale', ' sandyford park', ' dundrum']",Dublin 16,Dublin,897000.0,No,No,Second-Hand Dwelling house /Apartment,,897000.0000000005,,4358.69,,2021Q3,3.0
2015-07-10,"['27 gleannribh lusk', ' dublin']",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,,185000.0000000001,Dublin,2076.62,1173179.0,2015Q3,3.0
2020-05-08,"['18 waterfield', ' oughterard', ' co galway']",,Galway,130000.0,No,No,Second-Hand Dwelling house /Apartment,,130000.00000000006,,2929.8,,2020Q2,2.0
2015-09-07,"['the beeches', ' fishery lane', ' naas']",,Kildare,401000.0,No,No,Second-Hand Dwelling house /Apartment,,401000.0,Naas,1921.22,21393.0,2015Q3,3.0
2021-03-19,"['1 college avenue', ' college park', ' callan road']",,Kilkenny,215000.0,No,No,Second-Hand Dwelling house /Apartment,,215000.0000000001,,3913.1,,2021Q1,1.0
2019-06-10,"['the forge', ' castle st', ' castleconnell']",,Limerick,220000.0,No,No,Second-Hand Dwelling house /Apartment,,219999.99999999985,,2886.73,,2019Q2,2.0
2013-10-04,"['4 the anchorage', ' bettystown', ' county meath']",,Meath,72500.0,No,No,Second-Hand Dwelling house /Apartment,,72499.99999999996,,1690.5,,2013Q4,4.0
2016-05-18,"['132 lower drumcondra road', ' drumcondra', ' dublin 9']",Dublin 9,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,285000.0,,2047.63,,2016Q2,2.0
2016-10-28,"['14 old brazil way', ' knocksedan demense', ' swords']",,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,,370000.0000000001,,2126.41,,2016Q4,4.0
2020-08-28,"['6 forge hill', ' elphin st', ' strokestown']",,Roscommon,85000.0,No,No,Second-Hand Dwelling house /Apartment,,85000.0,,3508.01,,2020Q3,3.0
2018-01-30,"['41 lower leeson street', ' dublin 2']",Dublin 2,Dublin,2020000.0,No,No,Second-Hand Dwelling house /Apartment,,,,2822.43,,2018Q1,1.0
2014-04-03,"['26 town court', ' shannon', ' co clare']",,Clare,31000.0,No,No,Second-Hand Dwelling house /Apartment,,31000.000000000025,Small Towns,1888.77,,2014Q2,2.0
2015-07-06,"['mountain view', ' bawnboy', ' tralee']",,Kerry,172000.0,No,No,Second-Hand Dwelling house /Apartment,,171999.9999999999,Tralee,2068.76,23691.0,2015Q3,3.0
2020-10-15,"['1 court devenish', ' athlone', ' westmeath']",,Westmeath,134000.0,No,No,Second-Hand Dwelling house /Apartment,,134000.00000000006,Athlone,3483.34,21349.0,2020Q4,4.0
2013-08-23,"['8 applewood', ' maryborough ridge', ' douglas']",,Cork,209975.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,209975.00000000015,,1663.5,,2013Q3,3.0
2020-01-17,"['627 the kingfisher', ' jacobs island', ' mahon']",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,,234999.99999999997,,3329.62,,2020Q1,1.0
2017-06-29,"['13 glenwood rd', ' coolock', ' dublin']",Dublin 5,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,,310000.0,Dublin,2419.7,1173179.0,2017Q2,2.0
2015-11-02,"['18 the avenue', ' robswall', ' malahide']",,Dublin,824999.72,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,824999.7199999994,,2104.05,,2015Q4,4.0
2013-12-20,"['18 stapolin house', ' myrtle court', ' the coast dublin 13']",,Dublin,82500.0,No,No,Second-Hand Dwelling house /Apartment,,82500.00000000001,,1818.32,,2013Q4,4.0
2013-06-24,"['48 river grove', ' glanmire']",,Cork,210000.0,No,No,Second-Hand Dwelling house /Apartment,,210000.0000000001,,1573.09,,2013Q2,2.0
2018-09-21,"['14 cherrybrook', ' foxburrow', ' portlaoise']",,Laois,350000.0,No,No,Second-Hand Dwelling house /Apartment,,350000.0000000001,Port Laoise,2929.67,,2018Q3,3.0
2014-04-15,"['knockmuldowney lane', ' ballisodare']",,Sligo,216000.0,No,No,Second-Hand Dwelling house /Apartment,,216000.00000000003,,1842.98,,2014Q2,2.0
2021-08-30,"['walton cottage', ' ballynocken', ' kilrane']",,Wexford,173000.0,No,No,Second-Hand Dwelling house /Apartment,,172999.99999999985,,4528.79,,2021Q3,3.0
2020-06-09,"['21 riverwood dr', ' carpenterstown', ' castleknock dublin 15']",Dublin 15,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,,499999.9999999997,,3207.18,,2020Q2,2.0
2010-01-22,"['11 dunmore lawns', ' kilnamanagh', ' dublin 24']",Dublin 24,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,,279999.9999999998,,1091.76,,2010Q1,1.0
2011-02-09,"['2 glendhu road', ' off navan road']",Dublin 7,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,,264999.9999999999,,1320.88,,2011Q1,1.0
2010-09-17,"['stookeens', ' martinstown', ' kilmallock']",,Limerick,150000.0,No,No,Second-Hand Dwelling house /Apartment,,149999.99999999994,,1125.59,,2010Q3,3.0
2018-06-26,"['glenane beg', ' killeagh', ' cork']",,Cork,297000.0,No,No,Second-Hand Dwelling house /Apartment,,297000.0,Cork,2723.06,208669.0,2018Q2,2.0
2018-11-30,"['75 saunders lane', ' rathnew', ' wicklow']",,Wicklow,290000.0,No,No,Second-Hand Dwelling house /Apartment,,289999.9999999999,Wicklow,2760.17,10584.0,2018Q4,4.0
2021-10-19,"['51 green view', ' seabrook manor', ' station rd']",Dublin 13,Dublin,148526.0,No,No,Second-Hand Dwelling house /Apartment,,148526.00000000006,,4519.63,,2021Q4,4.0
2016-03-04,"['the thatched cottage', ' laught', ' rathcoole  mallow']",,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,,79999.99999999994,,1999.99,,2016Q1,1.0
2013-07-19,"['1 castlefield grove', ' castlefield manor', ' knocklyon']",Dublin 16,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,359999.99999999994,,1692.09,,2013Q3,3.0
2018-01-31,"['3 prospect cottages', ' emmet street', ' mallow']",,Cork,135000.0,No,No,Second-Hand Dwelling house /Apartment,,135000.00000000012,Small Towns,2823.81,,2018Q1,1.0
2020-12-21,"['2 stoney hill', ' claggan', ' carrigart']",,Donegal,158000.0,No,No,Second-Hand Dwelling house /Apartment,,158000.00000000012,,3694.92,,2020Q4,4.0
2021-12-08,"['8 clonrath avenue', ' skerries road', ' lusk']",,Dublin,479999.45,No,Yes,New Dwelling house /Apartment,,479999.4499999996,,4701.21,,2021Q4,4.0
2019-12-17,"['hillsbrook house', ' keshcarrigan', ' co. leitrim']",,Leitrim,100000.0,No,No,Second-Hand Dwelling house /Apartment,,100000.0,,3192.52,,2019Q4,4.0
2019-08-14,"['corristoonamore', ' ballintubber', ' county roscommon']",,Roscommon,124000.0,No,No,Second-Hand Dwelling house /Apartment,,124000.0000000001,,2840.6,,2019Q3,3.0
2017-01-31,"['39a brook sq', ' south terrace', ' cork']",,Cork,164000.0,No,No,Second-Hand Dwelling house /Apartment,,163999.99999999985,Cork,2278.87,208669.0,2017Q1,1.0
2014-08-15,"['cranmore', ' carracastle', ' ballaghderreen']",,Mayo,40000.0,No,No,Second-Hand Dwelling house /Apartment,,39999.99999999997,,1955.06,,2014Q3,3.0
2020-04-02,"['5 the nurseries', ' taney road', ' dundrum']",,Dublin,795000.0,No,Yes,New Dwelling house /Apartment,,795000.0000000006,,2526.9,,2020Q2,2.0
2014-05-29,"['apt 16 abbeylands', ' longford rd', ' mullingar']",,Westmeath,32500.0,No,No,Second-Hand Dwelling house /Apartment,,32500.000000000007,Mullingar,1920.03,20928.0,2014Q2,2.0
2016-12-20,"['coolnahila', ' lisnagry', ' county  limerick']",,Limerick,97500.0,No,No,Second-Hand Dwelling house /Apartment,,97499.99999999996,,2270.76,,2016Q4,4.0
2013-09-13,"['42 st laurence park', ' drogheda']",,Louth,37379.0,Yes,No,New Dwelling house /Apartment,between 38 and 125 sq metres,37379.00000000002,Drogheda,1687.99,40956.0,2013Q3,3.0
2015-03-13,"['52 lombard st west', ' sth circular rd', ' dublin 8']",Dublin 8,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,,420000.0000000002,,2053.4,,2015Q1,1.0
2012-10-24,"['151 dingle road', ' cabra', ' dublin 7']",Dublin 7,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,,120000.00000000006,,1408.75,,2012Q4,4.0
2016-04-27,"['2 richmond square', ' morning star avenue', ' dublin 7']",Dublin 7,Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,,149999.99999999994,,2095.15,,2016Q2,2.0
2010-07-08,"['ballinvoher', ' kilworth']",,Cork,340000.0,No,No,Second-Hand Dwelling house /Apartment,,340000.00000000006,,1070.25,,2010Q3,3.0
2021-08-20,"['5 johns court', ' the mall', ' roscrea']",,Tipperary,165000.0,No,No,Second-Hand Dwelling house /Apartment,,165000.00000000006,,4441.67,,2021Q3,3.0
2015-05-28,"['3 esker fields', ' dunlo', ' ballinasloe']",,Galway,66000.0,No,No,Second-Hand Dwelling house /Apartment,,65999.99999999996,Small Towns,2120.79,,2015Q2,2.0
2012-11-16,"['25 aylesbury', ' freshford road', ' kilkenny']",,Kilkenny,160000.0,No,No,Second-Hand Dwelling house /Apartment,,159999.9999999999,Kilkenny,1359.88,26512.0,2012Q4,4.0
